STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,Reference area,Frequency of observation,Measure,Age,Sex,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1988,25.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1990,24.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1991,18.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1992,22.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1993,19.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1994,20.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1995,18
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1997,22.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1998,21.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,1999,21
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2000,21
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2001,20.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2002,21.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2003,18.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2004,17.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2005,18.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2006,16
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2007,15.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2008,16
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2009,15.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,14.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,13.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,12.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,13.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,11.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,7.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,6.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,4.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,3.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United States,Annual,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,2.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1961,3091
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1962,3113
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1963,3169
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1964,3146
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1965,3095
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1966,3166
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1967,3106
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1968,3127
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1969,3131
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1970,3159
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1971,3183
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1972,3221
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1973,3098
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1974,3018
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1975,3093
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1976,3115
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1977,3071
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1978,3022
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1979,3009
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1980,3060
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1981,3069
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1982,3104
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1983,3038
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1984,3083
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1985,3121
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1986,3083
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1987,3110
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1988,3115
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1989,3133
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1990,3174
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1991,3121
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1992,3125
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1993,3042
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1994,3054
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1995,3099
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1996,3077
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1997,3096
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1998,3015
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,1999,3014
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2000,2991
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2001,3048
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2002,3077
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2003,3104
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2004,3052
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2005,3099
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2006,3156
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2007,3198
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2008,3199
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2009,3205
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2010,3534
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2011,3515
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2012,3563
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2013,3546
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2014,3534
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2015,3520
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2016,3538
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2017,3494
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2018,3470
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2019,3504
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2020,3480
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Australia,Annual,Calories supply,Total,Total,Kilocalories per person per day,2021,3454
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1961,91.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1962,92.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1963,92.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1964,93.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1965,92.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1966,91.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1967,91.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1968,91.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1969,91.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1970,93
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1971,91.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1972,91.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1973,90.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1974,89.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1975,89.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Protein supply,Total,Total,Grammes per person per day,1976,88.8
